id,type,name,displayName,relProjectToPlatform,relProjectToApplication,relProjectToBusinessCapability,relProjectToProcess,businessValue,relToChild,relProjectToDataObject,relProjectToInterface,relProjectToITComponent,LevelofEffort,relProjectToObjective,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Main Area,tags:Type of Work,tags:Business Unit,tags:LX PS WiP,tags:Project Phase,tags:Region,tags:Other tags,relProjectToTechnicalStack,relProjectToUserGroup
a16160df-257c-436d-af18-1d3c7c1887da,Project,IOPS - GLO Track and Trace (DocuTrack),IOPS - GLO Track and Trace (DocuTrack),,,IOPS Quality Assurance / Document Control,,,,,,,,,,,,QA - Rajesh,IOPS,,,,,,,,
96b77289-1585-48c7-a8e4-0ce012f62a12,Project,IOPS - GLO Two-Factor Authentication (2FA),IOPS - GLO Two-Factor Authentication (2FA),,,IOPS Plant Management / Badge and Access Management,,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,,,,
c7b592ae-cc59-440c-8d93-b24edec6d398,Project,IOPS - GLO Upgrade Discoverant Database servers to Oracle 19C,IOPS - GLO Upgrade Discoverant Database servers to Oracle 19C,,Discoverant Raheen;Discoverant Rensselaer,,,,,,,,Medium,IOPS - Keep Existing Systems Operational (Lifecycle Upgrades),,,,Process Sciences - Jim,IOPS,LCM,,,7. Execute,Global,,,IOPS - Process Sciences
71cd3287-12b9-4eb7-9e6c-b33f267a6116,Project,IOPS - GLO Utilities ELN,IOPS - GLO Utilities ELN,,Labware ELN,IOPS Quality Control / Environmental Monitoring,,largeBusinessBenefit,,,,,High,Forward5 - Technology Roadmap / IOPS - Implement Labware,,,,QC - Fred,IOPS,Project,,,7. Execute,Global,,,IOPS - QC
3f6e8114-b735-479c-90fb-43d461ac205b,Project,"IOPS - GLO Validated Electronic System for Records Issuance, Tracking and Reconciliation","IOPS - GLO Validated Electronic System for Records Issuance, Tracking and Reconciliation",,OpsTrakker,IOPS Quality Assurance / Document Control,"FileMaker Pro - Archival, Lab Notebooks, Forms Issuance, Doc Search / FileMaker Pro - Batch Record Tracking;FileMaker Pro - Archival, Lab Notebooks, Forms Issuance, Doc Search / FileMaker Pro IOPS - Performance Copy Issuance",,,,,,,,,,,QA - Rajesh,IOPS,Project,,,4. Roadmap (Approved),Global,,,IOPS - QA
1e5a7e64-0bba-4424-b560-8be69d7cede1,Project,IOPS - GLO Video Hosting Solution,IOPS - GLO Video Hosting Solution,,,,,littleBusinessBenefit,,,,,,,,,,,IOPS,,,,2. Shape,Global,,,IOPS - Tech Training
7b1efce0-baf0-4eff-9b20-c2fe1efae5aa,Project,IOPS - GLO VR Training System,IOPS - GLO VR Training System,,,IOPS Quality Assurance / Technical Training (Learning Management),,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,Global,,,
5cb867df-784f-4fd3-806a-7e683c4510bc,Project,IOPS - GLO Warehouse Automation,IOPS - GLO Warehouse Automation,,,IOPS Supply Chain Management / Warehouse Management,,,,,,,,,,,,Supply Chain - Scott,IOPS,,,,,,,,
17d6da83-9036-4d11-abe3-5cefb2fdec4c,Project,IOPS - GLO Windows 10 Global,IOPS - GLO Windows 10 Global,,,IOPS Enterprise Support / IT Risk Management,,,,,,,,,,,,Business Ops - Dave,IOPS,LCM,,,6. Planning,Global,,,
8d5a7d94-0638-4480-ac0a-962d18592dd1,Project,IOPS - Magellan Globalization of DocCompliance (MY QUMAS) (REQ'D),IOPS - Magellan Globalization of DocCompliance (MY QUMAS) (REQ'D),,QUMAS EDMS (DocCompliance),IOPS Quality Assurance / Document Control,,significantBusinessBenefit,,,,,,Forward5 - Supply Assurance / IOPS - Support Globalization (Project Magellan),,,,QA - Rajesh,IOPS,Project,,,7. Execute,Global,,,IOPS - QA
25194bcd-c1b1-4d39-be35-ee3a828cec0c,Project,IOPS - Magellan Globalization of REGNU for GxP Training,IOPS - Magellan Globalization of REGNU for GxP Training,,REGNU,IOPS Quality Assurance / Technical Training (Learning Management),,significantBusinessBenefit,,,,,Low,Forward5 - Supply Assurance / IOPS - Support Globalization (Project Magellan),,,,Tech Ops - Tik,IOPS,Project,,,7. Execute,Global,,,IOPS - Tech Training
bfbe41b9-04cd-4344-87f0-146e905fbf42,Project,IOPS - Magellan Order Management (OTC Workstream),IOPS - Magellan Order Management (OTC Workstream),,Kinaxis Maestro Advanced Planning System (APS);Oracle eBusiness Suite [Platform] / Oracle OPM and Mobile Applications,IOPS Supply Chain Management / Order Management,,significantBusinessBenefit,,,,,Medium,Forward5 - Supply Assurance / IOPS - Support Globalization (Project Magellan),,,,Supply Chain - Scott,IOPS,Project,,,6. Planning,Global,,,IOPS - WH&L
1cea203e-29e3-447b-9681-2a2391279aee,Project,IOPS - MVP GMP Solution for MR Corrections (CAPA 23-2009),IOPS - MVP GMP Solution for MR Corrections (CAPA 23-2009),,,IOPS Quality Assurance / Batch Disposition Management,,,,,,,Low,,,,,,IOPS,Managed Work,,,2. Shape,,,,IOPS - Mfg
b01f72c6-4387-4be1-8bda-e8637209efc0,Project,IOPS - Oracle Enablement Program,IOPS - Oracle Enablement Program,,Oracle eBusiness Suite [Platform] / Oracle Order Management and Shipping,IOPS Supply Chain Management / Order Management,,,,,,,,Forward5 - Supply Assurance,,,,Supply Chain - Scott,IOPS,,,,7. Execute,,,,IOPS - Supply Chain
212a60c8-4c5c-414b-96cf-744aefafe260,Project,IOPS - RAH - Lab Systems Instrument - W10 upgrade,IOPS - RAH - Lab Systems Instrument - W10 upgrade,,,IOPS Enterprise Support / IT Risk Management;IOPS Quality Control / Lab Data Capture & Mgmt,,,,,,,High,IOPS - Keep Existing Systems Operational (Lifecycle Upgrades),,,,QC - Fred,IOPS,LCM,,,7. Execute,IE,,,IOPS - QC
a32620bf-4ad1-436d-8cbe-91b32e4f2c87,Project,IOPS - RAH Augmentir Expansion,IOPS - RAH Augmentir Expansion,Augmented Work Instructions,Augmentir,IOPS Quality Assurance / Technical Training (Learning Management),,,,,,,,,,,,,IOPS,Managed Work,,,2. Shape,IE,,,IOPS - Digital Products
692e8997-dd3c-45f5-a832-e126d9d14b73,Project,IOPS - RAH BAS/QBAS Lifecycle Refresh,IOPS - RAH BAS/QBAS Lifecycle Refresh,,,,,,,,,,,,,,,,IOPS,LCM,,,1. Surface,IE,,,IOPS - Facilities
58af5a9e-1d15-4056-80df-634fb6cfdf5a,Project,IOPS - REN - Lab Systems Instrument - W10 upgrade,IOPS - REN - Lab Systems Instrument - W10 upgrade,,,IOPS Enterprise Support / Application Management;IOPS Quality Control / Lab Data Capture & Mgmt,,,,,,,,,,,,QC - Fred,IOPS,LCM,,,6. Planning,US,,,
88c6e098-1de7-4cc1-90ca-53dfac600677,Project,IOPS - REN AS ELN,IOPS - REN AS ELN,,Labware ELN,IOPS Quality Control / Test Execution,,,,,,,Medium,Forward5 - Technology Roadmap / IOPS - Implement Labware,,,,QC - Fred,IOPS,Project,,,7. Execute,US,,,IOPS - QC
86825de1-cb10-46c1-8628-4441dad90c43,Project,IOPS - REN Autonomous Floor Cleaners,IOPS - REN Autonomous Floor Cleaners,,,IOPS Plant Management / Plant Maintenance,,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,,,,
da855fb7-617c-4cc0-a5a6-3e12d558ae45,Project,IOPS - REN B17 Fill Finish Program Plan,IOPS - REN B17 Fill Finish Program Plan,,Kinaxis Maestro Advanced Planning System (APS),,,largeBusinessBenefit,IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Dupixent Serialization;IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Site Metrics and Analytics;IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Tracelink SIT,,,,Medium,Forward5 - Supply Assurance / IOPS - Operationalize B17 to Manufacture In House,,,,,IOPS,Project,,,7. Execute,US,,,IOPS - B17
8714954b-1364-4335-997a-23f57c63ff4c,Project,IOPS - REN B17 Dupixent Serialization,IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Dupixent Serialization,,Optel Open Site Master (OSM);Tracelink,IOPS Product Manufacturing / Product Serialization,Package and Serialize Commercial Product,significantBusinessBenefit,,,,,Medium,Forward5 - Supply Assurance / IOPS - Operationalize B17 to Manufacture In House,,,,IFF - Steve,IOPS,Project,,,6. Planning,US,,,IOPS - B17
da73c68a-61c7-403d-be54-4484ade09f90,Project,IOPS - REN B17 Site Metrics and Analytics,IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Site Metrics and Analytics,,Qlik (Qlikview & QlikSense),,,largeBusinessBenefit,,,,,Medium,Forward5 - Supply Assurance / IOPS - Operationalize B17 to Manufacture In House,,,,,IOPS,Project,,,7. Execute,US,,,IOPS - B17
1ff6a798-bba2-4a4d-bb79-8b6b26ed04aa,Project,IOPS - REN B17 Tracelink SIT,IOPS - REN B17 Fill Finish Program Plan / IOPS - REN B17 Tracelink SIT,,Optel Open Site Master (OSM),IOPS Product Manufacturing / Product Serialization,,significantBusinessBenefit,,,,,Low,Forward5 - Supply Assurance / IOPS - Operationalize B17 to Manufacture In House,,,,IFF - Steve,IOPS,Project,,,6. Planning,US,,,IOPS - B17
b3baf473-7660-4520-9c1b-278cd12ef2cb,Project,IOPS - REN B17 Optel OSM Line 2,IOPS - REN B17 Optel OSM Line 2,,,,,,,,,,,,,,,,IOPS,,,,1. Surface,US,,,
34845c8f-2e5b-4592-97aa-3e5b4793de3e,Project,IOPS - REN Control Replacement (TempTale to Saga),IOPS - REN Control Replacement (TempTale to Saga),,,,,,,,,,,,,,,,IOPS,,,,1. Surface,US,,,
b40a5d22-70ae-4a9e-83c0-dbfd7558d32b,Project,IOPS - REN DASH Replacement Infrastructure,IOPS - REN DASH Replacement Infrastructure,,,,,,,,,,,,,,,,IOPS,,,,,,,,
ca79bbfa-5e17-49b7-8636-84012b0b5acf,Project,IOPS - REN Edge Device Control & Integration using Ignition,IOPS - REN Edge Device Control & Integration using Ignition,,,IOPS Plant Management / Process Control,,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,,,,
e8be2ba9-2280-47f6-bc76-4c53e6f909d8,Project,IOPS - REN Engineering Device Configuration Spec GxP Storage/Database,IOPS - REN Engineering Device Configuration Spec GxP Storage/Database,,,,,,,,,,,,,,,,IOPS,,,,1. Surface,US,,,IOPS - Facilities
810a1479-6ad6-4c38-873d-68a54b9ae243,Project,IOPS - REN Genetec Video System,IOPS - REN Genetec Video System,,,,,,,,,,Low,,,,,,IOPS,Project,,,1. Surface,US,,,IOPS - Digital Products
c7688062-9116-42b7-8931-87c87f62f28e,Project,IOPS - REN Gold Particle Tester Replacement,IOPS - REN Gold Particle Tester Replacement,,,,,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,,,,
23befe76-3eb1-4c26-98fe-3f0e2698c0d0,Project,IOPS - REN P2000 Upgrade to C-Cure,IOPS - REN P2000 Upgrade to C-Cure,,CCURE 9000 Security Management System;Johnson Controls Security Management (P2000),IOPS Plant Management / Badge and Access Management,,littleBusinessBenefit,,,,,Low,,,,,Tech Ops - Tik,IOPS,Project,,,6. Planning,US,Digital Transformation,,IOPS - Facilities
4738c040-5854-4c5b-9c3a-ddd56a020b8c,Project,IOPS - REN PA16 Sandbox,IOPS - REN PA16 Sandbox,,,,,,,,,,,,,,,,IOPS,,,,,,,,
cf9d5214-6a63-4abf-94bd-da6353aea4a7,Project,IOPS - REN Particulate Risk Assessment Tool,IOPS - REN Particulate Risk Assessment Tool,,,,,,,,,,,,,,,,IOPS,,,,1. Surface,US,,,IOPS - QA
6733c187-b807-4da7-b0fb-eed4666f84bb,Project,IOPS - RHN Endoscan App Server Implementation,IOPS - RHN Endoscan App Server Implementation,,EndoScan,,,littleBusinessBenefit,,,,,Low,,,,,QC - Fred,IOPS,Project,,,7. Execute,IE,,,
6ec3ee36-e8a4-44e3-993c-e9fa3aed814c,Project,IOPS - RHN ERT Paging System,IOPS - RHN ERT Paging System,,,,,,,,,,,,,,,,,,,,,,,,
dbd8ad92-d3ff-4ef5-b5b9-db8021c2d743,Project,IOPS - RHN Lenel Upgrade,IOPS - RHN Lenel Upgrade,,,IOPS Plant Management / Badge and Access Management,,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,,,,
6650ecd7-301a-4cd8-9234-cf54c9ec5050,Project,IOPS - SAR DCS DeltaV,IOPS - SAR DCS DeltaV,,,IOPS Product Development / Process Analytical Technology and automated process control;IOPS Product Manufacturing / Batch Management,,,,,,,,,,,,Tech Ops - Tik,IOPS,,,,,US,,,
7dd41b63-5c2e-4839-b3d5-a9f007e0ad24,Project,IOPS - SAR MES for Saratoga,IOPS - SAR MES for Saratoga,,,IOPS Product Manufacturing / Batch Management,,,,,,,,,,,,Mfg - Ben,IOPS,,,,,US,,,
9df12c92-ca37-47c5-bd05-6e2e52defbbc,Project,IOPS - Transchrom Expansion,IOPS - Transchrom Expansion,,,IOPS Quality Control / Lab Chromatography,,,,,,,,,,,,Process Sciences - Jim,IOPS,,,,,,,,
e112874c-4071-40e2-9a92-87979a18f7f6,Project,JobTarget,JobTarget,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
a13a7649-4d5d-45b1-9143-dedea010a14c,Project,Lean IX Phase 2,Lean IX Phase 2,,LeanIX,,,,,,,,,,,,,,,,DO&PM,,,,,,
7f837abe-c2a4-4bcb-9713-8e9a314e3e6c,Project,Magellan - GD - GPS:Libtayo Sanofi Acquisition Technology,Magellan - GD - GPS:Libtayo Sanofi Acquisition Technology,,,,,,,,,,,,,,,,,,GPS,,,,,,
2a10ad81-c058-474b-8da2-1102fb99f704,Project,Magellan - GD - Signal Management Implementation,Magellan - GD - Signal Management Implementation,,,,,,,,,,,,,,,,,,GPS,,,,,,
56f243f1-2f59-4076-9b38-646f280e5e01,Project,Magellan – GD – Lorenz docuBridge: Japan,Magellan – GD – Lorenz docuBridge: Japan,,,,,,,,,,,,,,,,,,RA,,,,,,
823c4170-4c3b-4335-9d5c-4f5aee9e78ea,Project,Master Data Management (GDS Implementation),Master Data Management (GDS Implementation),,Master Data Management (MDM),,,,,,,,,,,,,,,,DO&PM,,,,,,
e6203995-58a3-49be-86fd-4600fdcc14a6,Project,Mediverse Ph 2,Mediverse Ph 2,,,,,,,,,,,,,,,,,,MA,,,,,,
07ac0702-9020-4de8-8e83-3784484156ff,Project,MediVerse Program,MediVerse Program,,,,,,,,,,,,,,,,,,MA,,,,,,
d53bb4b4-c5bb-4167-8f29-e144d02a19a7,Project,MIS-Medical Inquiry System,MIS-Medical Inquiry System,,,,,,,,,,,,,,,,,,MA,,,,,,
ebf007c2-12fc-4f44-b4bb-9d454cf438cd,Project,NEMO R4,NEMO R4,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
09851f3a-85f1-46fc-ba4f-6a55698e98a6,Project,Onboarding Revamp,Onboarding Revamp,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
e1be109b-8eca-4a11-9c15-98ce6ac54097,Project,One Source Data Hub,One Source Data Hub,,,,,largeBusinessBenefit,,,,,,,,,,,,,DO&PM,,,,,,
827a7977-5e49-4c95-a0ba-84e6892f3125,Project,OneTrust DSAR Implementation,OneTrust DSAR Implementation,,OneTrust,,,,,,,,,,,,,,Law,,,,,,,,
b48e8686-370c-429a-a675-3215787664ff,Project,OneTrust Incident Management,OneTrust Incident Management,,OneTrust,,,,,,,,,,,,,,Law,,,,,,,,
b50410ac-b248-4c15-9b7a-e43f1368cdc5,Project,PPM Tool Initiative,PPM Tool Initiative,,,,,,,,,,,,,,,,,,MA,,,,,,
4a5a87f8-b275-4506-b913-71acece257c6,Project,Project Online Replacement Evaluation,Project Online Replacement Evaluation,,Compass,,,,,,,,,,,,,,,,DO&PM,,,,,,
4716ee54-007d-474a-b60b-e1da48057259,Project,Project Unity for DHT Implementation,Project Unity for DHT Implementation,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
42ac7bea-c2df-4041-a377-241e67313cfa,Project,R env - Interactive Data Review & Topline Results,R env - Interactive Data Review & Topline Results,,,,,,,,,,,,,,,,,,BDM,,,,,,
fe2525bb-a956-452b-ad64-0d0c2d936244,Project,RA: GRITS Assessment,RA: GRITS Assessment,,,,,,,,,,,,,,,,,,RA,,,,,,
b6c6fd63-6674-4ae1-aa90-8542446e1c15,Project,RA: Post Plus - Box GxP Platform - Qualification,RA: Post Plus - Box GxP Platform - Qualification,,,,,,,,,,,,,,,,,,RA,,,,,,
a767f23b-abdb-4485-94e3-0039da30dcf6,Project,Replace SumTotal Integrations,Replace SumTotal Integrations,,Beeline;Oracle eBusiness Suite [Platform];TalentHub [Platform];Workday + Beeline;Workday [Platform],,,,,,INT129 Workday + Beeline to SumTotal - Employee Data;INT131 Workday + Beeline to SumTotal - Users to Organizations;INT133 Oracle to SumTotal - Job Data;INT135 Workday + Beeline to SumTotal - User to Jobs;INT137  Workday to SumTotal - Organization Data;Oracle to SumTotal - Employee;Oracle to SumTotal - Employee to Job;Oracle to SumTotal - Employee to Organization;Oracle to SumTotal - Jobs;Oracle to SumTotal - Organizations,,,,,,,,G&A IT - Human Resources,Project,,,,,G&A IT,,
3143d319-43d0-45c9-9fea-733300e153d0,Project,Risk Based Quality Management (RBQM),Risk Based Quality Management (RBQM),,CluePoints RBQM,,,,,,,,,,,,,,,,DO&PM,,,,,,
c79efddf-a256-4e98-a498-0fec98a719cc,Project,SAS Platform Modernization Program,SAS Platform Modernization Program,,,,,,,,,,,,,,,,,,BDM,,,,,,
34706b41-879e-4935-ad36-44e507a9ef20,Project,SAS Viya Implementation,SAS Viya Implementation,,,,,,,,,,,,,,,,,,BDM,,,,,,
68b4c548-cfe2-46ff-a05f-fa63bbe19ee9,Project,Scientific & Samples Data Lakes-DevOps Program​,Scientific & Samples Data Lakes-DevOps Program​,,,,,,,,,,,,,,,,,,BDM,,,,,,
ad7cf693-d81d-4fdf-a4f3-733d24f92262,Project,SDE - Data Integrations for One Source Data Hub,SDE - Data Integrations for One Source Data Hub,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
24f17cdd-0cd7-4edd-bc3b-6801cbbaad77,Project,SDE - Extract CES-2241 Moticon data into RTS,SDE - Extract CES-2241 Moticon data into RTS,,,,,,,,,,,,,,,,,,BDM,,,,,,
c24b7025-5e03-494c-bc02-d49d0e9921ac,Project,SDE - iEnvision Data to GDDL,SDE - iEnvision Data to GDDL,,,,,,,,,,,,,,,,,,MA,,,,,,
c54b526b-8ea6-4d4b-9fa8-9b1d69d9a0ce,Project,SDE - Ingest GTO Vendor Data to Support Metrics Dashboard,SDE - Ingest GTO Vendor Data to Support Metrics Dashboard,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
e8bd3f89-a979-47e6-b111-083c0b52d303,Project,SDE - Ingest REGNU Data to ODL,SDE - Ingest REGNU Data to ODL,,Operational Data Lake;REGNU,,,,,,,,,,,,,,,,DO&PM,,,,,,
bbb3102a-9218-4f97-88cc-fcfd974303ab,Project,SDE - Ingest Zai China Operational Data into ODL,SDE - Ingest Zai China Operational Data into ODL,,Operational Data Lake;Veeva - CTMS,,,,,,,,,,,,,,,,DO&PM,,,,,,
35703b63-3fed-42c0-84f8-d86abc877dd7,Project,SDE - Komodo Data into BDI Instance,SDE - Komodo Data into BDI Instance,,,,,,,,,,,,,,,,,,MA,,,,,,
907fd3fd-eb93-4fa5-b66d-a1944757d45b,Project,SDE - Mediverse Integration,SDE - Mediverse Integration,,,,,,,,,,,,,,,,,,MA,,,,,,
59447b11-2942-4974-8a4f-bf580c7b20b7,Project,SDE- Academy Page for Data Enablement Integration,SDE- Academy Page for Data Enablement Integration,,Academy Pages,,,,,,,,,,,,,,,,DO&PM,,,,,,
fc6da271-bc11-4c54-b1c1-bb5eb0ccf3ca,Project,SDE- Integration Cluepoints data into ODL,SDE- Integration Cluepoints data into ODL,,CluePoints RBQM;Operational Data Lake,,,,,,,,,,,,,,,,DO&PM,,,,,,
cb3d8fb5-7aa7-4d93-804f-8f0039a7114a,Project,Unified Request Management Repository and Reporting - Implementation,Unified Request Management Repository and Reporting - Implementation,,CTMS Request Management,,,,,,,,,,,,,,,,DO&PM,,,,,,
a54ee97b-3da0-41df-b1a3-b4fc9c50f67d,Project,Veeva Clinical Vault 2024 Business Releases,Veeva Clinical Vault 2024 Business Releases,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
6f556e8a-c198-4cbc-8ced-4d3fe6b8fe05,Project,Veeva Platform Center of Excellence (CoE) Implementation,Veeva Platform Center of Excellence (CoE) Implementation,,,,,,,,,,,,,,,,,,DO&PM,,,,,,
7bedef4b-1e20-4198-9aaa-4a89159cfc68,Project,Veeva Quality Vault 2024 Business Releases,Veeva Quality Vault 2024 Business Releases,,,,,,,,,,,,,,,,,,Quality,,,,,,
8582c862-8b17-41be-8c92-d99a3ebf9434,Project,Veeva RIM Vault 2024 Business Releases,Veeva RIM Vault 2024 Business Releases,,,,,,,,,,,,,,,,,,RA,,,,,,
550058a7-81a1-4f5d-8ef4-d2790c1bcc75,Project,Veeva Site Connect Phases 0-1 - Safety Letter Distribution,Veeva Site Connect Phases 0-1 - Safety Letter Distribution,,Site Connect,,,,,,,,,,,,,,,,DO&PM,,,,,,
3873a156-182f-4a32-b14e-a26635ce6eb8,Project,WCG Site Feasibility Application Re-Platform,WCG Site Feasibility Application Re-Platform,,Site Feasibility Application,,,,,,,,,,,,,,,,DO&PM,,,,,,
0eefa68a-d291-4270-a89b-183f18fce9c6,Project,WFP - Interim & Long-Term Deliverables,WFP - Interim & Long-Term Deliverables,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
77acccec-411e-4546-95b4-0844bc2313a5,Project,Workday Demand Backlog,Workday Demand Backlog,,Beeline;BenefitSolver;Boomi;CorePay;Equity Edge (E*TRADE);External Application;Graebel globalCONNECT;Journey Live;Maven Clinic Platform;OneTrust;Oracle eBusiness Suite [Platform];Oracle EPM  [Platform] / Oracle EDMCS;PayFactors;Qlik (Qlikview & QlikSense);ServiceNow [Platform];TalentHub [Platform];Workday + Beeline;Workday [Platform],,,,,,INT084  Workday to Businessolver - Worker Data;INT097  Workday to Payfactors - Job Data;INT129 Workday + Beeline to SumTotal - Employee Data;INT149  Workday to Veeva (External App) - Delta Data;INT162  Workday to EdAssist - Worker Data;INT164  Workday to Equity Edge - Stock Portfolio;INT167  Workday + Beeline to Everbridge;INT224  Workday to ServiceNow - HR Profile;Workday to Oracle - Employee Shell Record,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
c3bfafde-725b-45a1-9d21-978e0e8fa8a5,Project,Workday People Integrations,Workday People Integrations,,Beeline;External Application;Hyland Onbase  [Platform] / Hyland Onbase Shipping and Receiving;Oracle EPM  [Platform] / Oracle EDMCS;Weight Watchers;Workday + Beeline;Workday [Platform],,,largeBusinessBenefit,,,Data Warehouse to Beeline - Cost Centers;Data Warehouse to Beeline - HR Orgs;Data Warehouse to Beeline - Organizational Unit (OU);Data Warehouse to Beeline - Region;Data Warehouse to Beeline - Territory;Data Warehouse to CCure (External App);Data Warehouse to Dival Safety Boots (External App);Data Warehouse to Hyland Onbase - S&R;Data Warehouse to IOPS Data Warehouse (External App);Data Warehouse to RSIGuard Ergonomics (External App);Data Warehouse to Safety Stratus (External App) - Supplier Data for EHS;EDMCS to Beeline - Departments and Organizations;INT289 Workday + Beeline to Insights RM (External App);Oracle Core HR to Weight Watchers;Workday + Beeline to CCure (External App);Workday + Beeline to Ceridian EE Out to Filemaker Pro V16 RENS (External App);Workday + Beeline to Ceridian EE Out to Filemaker Pro V18 Tarrytown (External App);Workday + Beeline to Ceridian EE Out to InsightsRM (External App);Workday + Beeline to Ceridian EE Out to SailPoint (External App);Workday + Beeline to Ceridian to Active Directory (External App);Workday + Beeline to Ceridian to Ruby User Table (External App);Workday + Beeline to Dival Safety Boots Tarrytown only (External App);Workday + Beeline to Filemaker Pro Tarrytown & Ruby User Table (External App) V18;Workday + Beeline to Hyland Onbase S&R (External App);Workday + Beeline to IOPS Data Warehouse (Managed by IOPS);Workday + Beeline to RSIGuard (External App);Workday + Beeline to Safety Stratus (External App);Workday + Beeline to Sailpoint (External App);Workday + Beeline to to Ceridian EE Out to Data Warehouse (Master Data);Workday to Beeline - HR Orgs;Workday to Beeline - Region (Sup Org);Workday to Beeline - Territory;Workday to Oracle - Employee Shell Record;Workday to Weight Watchers,,,,,,,,G&A IT - Human Resources,Project,,,,,G&A IT,,
e7d76d95-e5f3-4019-8bf8-91c2f9decfc2,Project,Workforce Planning,Workforce Planning,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,,
